Test_data,Method_name,Method_name_simple,BlockSize,Sub_BlockSize,SAMEMAlign_Version,Vaild_tests,Q_view,TC_view,SPview,Time_view,Q,TC,SP,Time,Maxmemory,Q_raw,TC_raw,Time_raw,Memory_raw
Complete156,FMAlign2-1000,FMAlign2,1000,,,1,,,-261.6266336,1.24,,,-261.6266336,1.24,108352,,,,
Complete156,FMAlign2-20,FMAlign2,20,,,1,,,-285.1532672,2.17,,,-285.1532672,2.17,110024,,,,
Complete156,FMAlign2-200,FMAlign2,200,,,1,,,-277.9191894,1.17,,,-277.9191894,1.17,108532,,,,
Complete156,FMAlign2-2000,FMAlign2,2000,,,1,,,-283.6073615,2.51,,,-283.6073615,2.51,108668,,,,
Complete156,FMAlign2-50,FMAlign2,50,,,1,,,-309.9779983,1.8,,,-309.9779983,1.8,109136,,,,
Complete156,FMAlign2-500,FMAlign2,500,,,1,,,-287.762531,0.98,,,-287.762531,0.98,108588,,,,
Complete156,FMAlign2-800,FMAlign2,800,,,1,,,-281.630273,1.39,,,-281.630273,1.39,108268,,,,
ecoli_,abpoa_highsim-500,abpoa_highsim,500,100,0.10.0.0,1,,,-16962803,358.23,,,-16962803,358.23,266042104,,,,
ecoli_,fftns1-1000,fftns1,1000,100,0.10.0.0,1,,,-2359388.167,14075,,,-2359388.167,14075,1669320,,,,
ecoli_,fftns1-10000,fftns1,10000,100,0.10.0.0,1,,,-2160824.333,19639,,,-2160824.333,19639,1523204,,,,
ecoli_,fftns1-2000,fftns1,2000,100,0.10.0.0,1,,,-1663530.833,4757,,,-1663530.833,4757,1522828,,,,
ecoli_,fftns1-20000,fftns1,20000,100,0.10.0.0,1,,,-2569923,17571,,,-2569923,17571,1588984,,,,
ecoli_,fftns1_highsim-500,fftns1_highsim,500,100,0.10.0.0,1,,,-16868812.17,1554.6,,,-16868812.17,1554.6,2088984,,,,
ecoli_,fftns1-500,fftns1,500,100,0.10.0.0,1,,,-1830484.833,28641,,,-1830484.833,28641,1663872,,,,
ecoli_,fftns1-5000,fftns1,5000,100,0.10.0.0,1,,,-2160823.833,56553,,,-2160823.833,56553,1756016,,,,
ecoli_,fftns1-800,fftns1,800,100,0.10.0.0,1,,,-2418985.167,4919,,,-2418985.167,4919,1696348,,,,
ecoli_,wmsa-1000,wmsa,1000,100,0.10.0.0,1,,,-1920029.5,268216,,,-1920029.5,268216,914206452,,,,
ecoli_,wmsa-10000,wmsa,10000,100,0.10.0.0,1,,,-1564513.333,56701,,,-1564513.333,56701,520941616,,,,
ecoli_,wmsa-2000,wmsa,2000,100,0.10.0.0,1,,,-1558240.167,86174,,,-1558240.167,86174,520935276,,,,
ecoli_,wmsa_highsim-500,wmsa_highsim,500,100,0.10.0.0,1,,,-16744611.83,2832.7,,,-16744611.83,2832.7,160516292,,,,
ecoli_,wmsa-500,wmsa,500,100,0.10.0.0,1,,,-1777462.167,684669,,,-1777462.167,684669,520930388,,,,
ecoli_,wmsa-5000,wmsa,5000,100,0.10.0.0,1,,,-1566282.833,57398,,,-1566282.833,57398,520950644,,,,
ecoli_,FMAlign2-100,FMAlign2,100,,,1,,,-2894826.667,727.43,,,-2894826.667,727.43,13079416,,,,
ecoli_,FMAlign2-1000,FMAlign2,1000,,,1,,,-2931230.5,754.46,,,-2931230.5,754.46,13079380,,,,
ecoli_,FMAlign2-200,FMAlign2,200,,,1,,,-2903150.833,725.4,,,-2903150.833,725.4,13079224,,,,
ecoli_,FMAlign2-2000,FMAlign2,2000,,,1,,,-3380962,776.1,,,-3380962,776.1,13079372,,,,
ecoli_,FMAlign2-500,FMAlign2,500,,,1,,,-2902033.167,718.91,,,-2902033.167,718.91,13079380,,,,
ecoli_,FMAlign2-800,FMAlign2,800,,,1,,,-2917308.5,783.59,,,-2917308.5,783.59,13079240,,,,
Mix1t,abpoa_highsim-100,abpoa_highsim,100,100,0.10.0.0,1,,,-51592.0445,3094.55,,,-51592.0445,3094.55,34843116,,,,
Mix1t,abpoa-100,abpoa,100,100,0.10.0.0,1,,,-51592.0445,2678.4,,,-51592.0445,2678.4,34843224,,,,
Mix1t,abpoa_highsim-1000,abpoa_highsim,1000,100,0.10.0.0,1,,,-51592.0445,8990,,,-51592.0445,8990,34843116,,,,
Mix1t,abpoa-1000,abpoa,1000,100,0.10.0.0,1,,,-51592.0445,9153,,,-51592.0445,9153,34843116,,,,
Mix1t,abpoa-20,abpoa,20,100,0.10.0.0,1,,,-61775.75899,7144,,,-61775.75899,7144,54346040,,,,
Mix1t,abpoa_highsim-200,abpoa_highsim,200,100,0.10.0.0,1,,,-51592.0445,3486.06,,,-51592.0445,3486.06,34843120,,,,
Mix1t,abpoa-200,abpoa,200,100,0.10.0.0,1,,,-51592.0445,3543.78,,,-51592.0445,3543.78,34843120,,,,
Mix1t,abpoa_highsim-2000,abpoa_highsim,2000,100,0.10.0.0,1,,,-51592.0445,5762,,,-51592.0445,5762,34843120,,,,
Mix1t,abpoa-2000,abpoa,2000,100,0.10.0.0,1,,,-51592.0445,7931,,,-51592.0445,7931,34843120,,,,
Mix1t,abpoa-50,abpoa,50,100,0.10.0.0,1,,,-14490.22142,1483.05,,,-14490.22142,1483.05,24138696,,,,
Mix1t,abpoa_highsim-500,abpoa_highsim,500,100,0.10.0.0,1,,,-51592.0445,3477.25,,,-51592.0445,3477.25,34843120,,,,
Mix1t,abpoa-500,abpoa,500,100,0.10.0.0,1,,,-51592.0445,3826,,,-51592.0445,3826,34843116,,,,
Mix1t,abpoa_highsim-800,abpoa_highsim,800,100,0.10.0.0,1,,,-51592.0445,6958,,,-51592.0445,6958,34843120,,,,
Mix1t,abpoa-800,abpoa,800,100,0.10.0.0,1,,,-51592.0445,4307,,,-51592.0445,4307,34843124,,,,
Mix1t,fftns1_highsim-100,fftns1_highsim,100,100,0.10.0.0,1,,,-18886.80922,10907,,,-18886.80922,10907,68712092,,,,
Mix1t,fftns1-100,fftns1,100,100,0.10.0.0,1,,,-18886.80922,11462,,,-18886.80922,11462,70026524,,,,
Mix1t,fftns1_highsim-1000,fftns1_highsim,1000,100,0.10.0.0,1,,,-18886.80922,6292,,,-18886.80922,6292,68452996,,,,
Mix1t,fftns1-1000,fftns1,1000,100,0.10.0.0,1,,,-18886.80922,5541,,,-18886.80922,5541,69663580,,,,
Mix1t,fftns1-20,fftns1,20,100,0.10.0.0,1,,,-19053.97165,8291,,,-19053.97165,8291,65856528,,,,
Mix1t,fftns1_highsim-200,fftns1_highsim,200,100,0.10.0.0,1,,,-18886.80922,5426,,,-18886.80922,5426,69673824,,,,
Mix1t,fftns1-200,fftns1,200,100,0.10.0.0,1,,,-18886.80922,6111,,,-18886.80922,6111,68121864,,,,
Mix1t,fftns1_highsim-2000,fftns1_highsim,2000,100,0.10.0.0,1,,,-18886.80922,6113,,,-18886.80922,6113,69438604,,,,
Mix1t,fftns1-2000,fftns1,2000,100,0.10.0.0,1,,,-18886.80922,5943,,,-18886.80922,5943,67703744,,,,
Mix1t,fftns1_highsim-500,fftns1_highsim,500,100,0.10.0.0,1,,,-18886.80922,6943,,,-18886.80922,6943,68437708,,,,
Mix1t,fftns1-500,fftns1,500,100,0.10.0.0,1,,,-18886.80922,6168,,,-18886.80922,6168,67059172,,,,
Mix1t,fftns1_highsim-800,fftns1_highsim,800,100,0.10.0.0,1,,,-18886.80922,5209,,,-18886.80922,5209,69748732,,,,
Mix1t,fftns1-800,fftns1,800,100,0.10.0.0,1,,,-18886.80922,6699,,,-18886.80922,6699,67932996,,,,
Mix1t,wmsa_highsim-100,wmsa_highsim,100,100,0.10.0.0,1,,,-13036.71133,75.44,,,-13036.71133,75.44,4402108,,,,
Mix1t,wmsa-100,wmsa,100,100,0.10.0.0,1,,,-13036.71133,78.97,,,-13036.71133,78.97,4789332,,,,
Mix1t,wmsa_highsim-1000,wmsa_highsim,1000,100,0.10.0.0,1,,,-13036.71133,74.96,,,-13036.71133,74.96,5059400,,,,
Mix1t,wmsa-1000,wmsa,1000,100,0.10.0.0,1,,,-13036.71133,75.59,,,-13036.71133,75.59,4847768,,,,
Mix1t,wmsa-20,wmsa,20,100,0.10.0.0,1,,,-13063.27712,337.85,,,-13063.27712,337.85,4728516,,,,
Mix1t,wmsa_highsim-200,wmsa_highsim,200,100,0.10.0.0,1,,,-13036.71133,69.41,,,-13036.71133,69.41,5318808,,,,
Mix1t,wmsa-200,wmsa,200,100,0.10.0.0,1,,,-13036.71133,76.01,,,-13036.71133,76.01,4633864,,,,
Mix1t,wmsa_highsim-2000,wmsa_highsim,2000,100,0.10.0.0,1,,,-13036.71133,85.05,,,-13036.71133,85.05,4842320,,,,
Mix1t,wmsa-2000,wmsa,2000,100,0.10.0.0,1,,,-13036.71133,74.98,,,-13036.71133,74.98,4729300,,,,
Mix1t,wmsa_highsim-500,wmsa_highsim,500,100,0.10.0.0,1,,,-13036.71133,75.98,,,-13036.71133,75.98,4930760,,,,
Mix1t,wmsa-500,wmsa,500,100,0.10.0.0,1,,,-13036.71133,72.01,,,-13036.71133,72.01,4731180,,,,
Mix1t,wmsa_highsim-800,wmsa_highsim,800,100,0.10.0.0,1,,,-13036.71133,74.29,,,-13036.71133,74.29,5449236,,,,
Mix1t,wmsa-800,wmsa,800,100,0.10.0.0,1,,,-13036.71133,74.53,,,-13036.71133,74.53,4834056,,,,
Mix1t,FMAlign2-10,FMAlign2,10,,,1,,,-519427.7058,87560,,,-519427.7058,87560,146890776,,,,
Mix1t,FMAlign2-100,FMAlign2,100,,,1,,,-134035.2558,5831,,,-134035.2558,5831,35277528,,,,
Mix1t,FMAlign2-1000,FMAlign2,1000,,,1,,,-58675.18257,1947.65,,,-58675.18257,1947.65,13519688,,,,
Mix1t,FMAlign2-20,FMAlign2,20,,,1,,,-103182.9692,5943,,,-103182.9692,5943,26293800,,,,
Mix1t,FMAlign2-200,FMAlign2,200,,,1,,,-82112.71046,3268.11,,,-82112.71046,3268.11,20429020,,,,
Mix1t,FMAlign2-2000,FMAlign2,2000,,,1,,,-46860.75286,1654.81,,,-46860.75286,1654.81,2345544,,,,
Mix1t,FMAlign2-50,FMAlign2,50,,,1,,,-111257.3172,7635,,,-111257.3172,7635,29068292,,,,
Mix1t,FMAlign2-500,FMAlign2,500,,,1,,,-136827.3131,2371.89,,,-136827.3131,2371.89,3049636,,,,
Mix1t,FMAlign2-800,FMAlign2,800,,,1,,,-109424.901,2832.6,,,-109424.901,2832.6,6943772,,,,
Mix1t,FAME-7,FAME,7,,,0,,,,3,,,,3,118608,,,,
mpox,abpoa_highsim-1000,abpoa_highsim,1000,100,0.10.0.0,1,,,-700980.5139,252.53,,,-700980.5139,252.53,3985984,,,,
mpox,abpoa_highsim-10000,abpoa_highsim,10000,100,0.10.0.0,1,,,-387056.6951,459.26,,,-387056.6951,459.26,4319168,,,,
mpox,abpoa_highsim-12000,abpoa_highsim,12000,100,0.10.0.0,1,,,-467902.8979,628.75,,,-467902.8979,628.75,8753416,,,,
mpox,abpoa_highsim-13000,abpoa_highsim,13000,100,0.10.0.0,1,,,-522183.14,726,,,-522183.14,726,7538364,,,,
mpox,abpoa_highsim-15000,abpoa_highsim,15000,100,0.10.0.0,1,,,-474367.6348,786.08,,,-474367.6348,786.08,11494096,,,,
mpox,abpoa_highsim-20000,abpoa_highsim,20000,100,0.10.0.0,1,,,-987018.5062,2222.15,,,-987018.5062,2222.15,18850184,,,,
mpox,abpoa_highsim-500,abpoa_highsim,500,100,0.10.0.0,1,,,-707445.9825,317.35,,,-707445.9825,317.35,4307000,,,,
mpox,abpoa_highsim-5000,abpoa_highsim,5000,100,0.10.0.0,1,,,-523571.3869,293.28,,,-523571.3869,293.28,3937348,,,,
mpox,fftns1_highsim-1000,fftns1_highsim,1000,100,0.10.0.0,1,,,-669080.4916,2477.66,,,-669080.4916,2477.66,2411352,,,,
mpox,fftns1_highsim-10000,fftns1_highsim,10000,100,0.10.0.0,1,,,-398205.0726,1571.53,,,-398205.0726,1571.53,8487764,,,,
mpox,fftns1-100000,fftns1,100000,100,0.10.0.0,1,,,-229074.2789,658046,,,-229074.2789,658046,37682228,,,,
mpox,fftns1_highsim-12000,fftns1_highsim,12000,100,0.10.0.0,1,,,-438450.7546,1872.05,,,-438450.7546,1872.05,11612756,,,,
mpox,fftns1-12000,fftns1,12000,100,0.10.0.0,1,,,-182553.83,52783,,,-182553.83,52783,49852676,,,,
mpox,fftns1_highsim-13000,fftns1_highsim,13000,100,0.10.0.0,1,,,-510234.8082,3340.89,,,-510234.8082,3340.89,13043792,,,,
mpox,fftns1_highsim-15000,fftns1_highsim,15000,100,0.10.0.0,1,,,-459537.0376,2592.65,,,-459537.0376,2592.65,17902108,,,,
mpox,fftns1-15000,fftns1,15000,100,0.10.0.0,1,,,-184704.0887,59425,,,-184704.0887,59425,45799592,,,,
mpox,fftns1_highsim-20000,fftns1_highsim,20000,100,0.10.0.0,1,,,-921475.3046,8433,,,-921475.3046,8433,11289356,,,,
mpox,fftns1_highsim-500,fftns1_highsim,500,100,0.10.0.0,1,,,-678846.6488,3966,,,-678846.6488,3966,3053576,,,,
mpox,fftns1_highsim-5000,fftns1_highsim,5000,100,0.10.0.0,1,,,-513193.4534,1504.56,,,-513193.4534,1504.56,2385776,,,,
mpox,fftns1-50000,fftns1,50000,100,0.10.0.0,1,,,-254743.6193,496554,,,-254743.6193,496554,38287856,,,,
mpox,wmsa_highsim-1000,wmsa_highsim,1000,100,0.10.0.0,1,,,-652369.9886,823.7,,,-652369.9886,823.7,3909088,,,,
mpox,wmsa_highsim-10000,wmsa_highsim,10000,100,0.10.0.0,1,,,-436952.5099,1642.15,,,-436952.5099,1642.15,4546940,,,,
mpox,wmsa_highsim-12000,wmsa_highsim,12000,100,0.10.0.0,1,,,-497095.5146,1762.16,,,-497095.5146,1762.16,5180316,,,,
mpox,wmsa-12000,wmsa,12000,100,0.10.0.0,1,,,-102311.039,41257,,,-102311.039,41257,101620216,,,,
mpox,wmsa_highsim-13000,wmsa_highsim,13000,100,0.10.0.0,1,,,-497649.7148,2053.16,,,-497649.7148,2053.16,6248044,,,,
mpox,wmsa_highsim-15000,wmsa_highsim,15000,100,0.10.0.0,1,,,-565763.8338,2263,,,-565763.8338,2263,8903832,,,,
mpox,wmsa_highsim-20000,wmsa_highsim,20000,100,0.10.0.0,1,,,-908226.9376,12533,,,-908226.9376,12533,16251528,,,,
mpox,wmsa_highsim-500,wmsa_highsim,500,100,0.10.0.0,1,,,-660741.1488,1158.65,,,-660741.1488,1158.65,4764776,,,,
mpox,wmsa_highsim-5000,wmsa_highsim,5000,100,0.10.0.0,1,,,-506425.1403,858.37,,,-506425.1403,858.37,5087080,,,,
mpox,FAME-17,FAME,17,,,1,,,-206051.9234,36.8,,,-206051.9234,36.8,1812692,,,,
mpox,FMAlign2-10,FMAlign2,10,,,1,,,-150564.9447,510629,,,-150564.9447,510629,9741088,,,,
mpox,FMAlign2-20,FMAlign2,20,,,1,,,-150564.9447,601151,,,-150564.9447,601151,7702048,,,,
mt1x,abpoa_highsim-10,abpoa_highsim,10,100,0.10.0.0,1,,,-225.4583245,18.47,,,-225.4583245,18.47,638056,,,,
mt1x,abpoa-10,abpoa,10,100,0.10.0.0,1,,,-154.6247694,88.03,,,-154.6247694,88.03,1500648,,,,
mt1x,abpoa_highsim-100,abpoa_highsim,100,100,0.10.0.0,1,,,-158.342528,11.05,,,-158.342528,11.05,344032,,,,
mt1x,abpoa-100,abpoa,100,100,0.10.0.0,1,,,-178.6470265,111.24,,,-178.6470265,111.24,5864836,,,,
mt1x,abpoa_highsim-1000,abpoa_highsim,1000,100,0.10.0.0,1,,,-2933.823092,11.1,,,-2933.823092,11.1,116552,,,,
mt1x,abpoa-1000,abpoa,1000,100,0.10.0.0,1,,,-177.1072981,77.87,,,-177.1072981,77.87,5888376,,,,
mt1x,abpoa_highsim-10000,abpoa_highsim,10000,100,0.10.0.0,1,,,-162.1450837,32.62,,,-162.1450837,32.62,1390496,,,,
mt1x,abpoa-10000,abpoa,10000,100,0.10.0.0,1,,,-198.3278733,667.45,,,-198.3278733,667.45,5924332,,,,
mt1x,abpoa_highsim-12000,abpoa_highsim,12000,100,0.10.0.0,1,,,-162.6321677,35.95,,,-162.6321677,35.95,1720208,,,,
mt1x,abpoa-12000,abpoa,12000,100,0.10.0.0,1,,,-177.9545144,477.6,,,-177.9545144,477.6,5936196,,,,
mt1x,abpoa_highsim-13000,abpoa_highsim,13000,100,0.10.0.0,1,,,-158.2879187,38.6,,,-158.2879187,38.6,1878584,,,,
mt1x,abpoa-13000,abpoa,13000,100,0.10.0.0,1,,,-169.9341912,379.23,,,-169.9341912,379.23,5938292,,,,
mt1x,abpoa_highsim-15000,abpoa_highsim,15000,100,0.10.0.0,1,,,-156.2239683,42.35,,,-156.2239683,42.35,2470260,,,,
mt1x,abpoa-15000,abpoa,15000,100,0.10.0.0,1,,,-170.1210613,301.15,,,-170.1210613,301.15,5944708,,,,
mt1x,abpoa_highsim-20,abpoa_highsim,20,100,0.10.0.0,1,,,-164.1613796,12.64,,,-164.1613796,12.64,396952,,,,
mt1x,abpoa-20,abpoa,20,100,0.10.0.0,1,,,-162.2411113,73.77,,,-162.2411113,73.77,1574140,,,,
mt1x,abpoa_highsim-200,abpoa_highsim,200,100,0.10.0.0,1,,,-183.4533834,13.79,,,-183.4533834,13.79,234668,,,,
mt1x,abpoa-200,abpoa,200,100,0.10.0.0,1,,,-180.65462,90.63,,,-180.65462,90.63,5863856,,,,
mt1x,abpoa_highsim-2000,abpoa_highsim,2000,100,0.10.0.0,1,,,-2923.020013,12.56,,,-2923.020013,12.56,75288,,,,
mt1x,abpoa-2000,abpoa,2000,100,0.10.0.0,1,,,-206.5397816,110.48,,,-206.5397816,110.48,5944620,,,,
mt1x,abpoa-20000,abpoa,20000,100,0.10.0.0,1,,,-158.2180425,16.65,,,-158.2180425,16.65,5912568,,,,
mt1x,abpoa_highsim-3000,abpoa_highsim,3000,100,0.10.0.0,1,,,-162.1002546,16.07,,,-162.1002546,16.07,114380,,,,
mt1x,abpoa-3000,abpoa,3000,100,0.10.0.0,1,,,-203.7699152,212.77,,,-203.7699152,212.77,5970856,,,,
mt1x,abpoa_highsim-4000,abpoa_highsim,4000,100,0.10.0.0,1,,,-160.2609778,16.3,,,-160.2609778,16.3,194400,,,,
mt1x,abpoa-4000,abpoa,4000,100,0.10.0.0,1,,,-183.5632141,470.12,,,-183.5632141,470.12,5958068,,,,
mt1x,abpoa_highsim-50,abpoa_highsim,50,100,0.10.0.0,1,,,-170.2645527,10.3,,,-170.2645527,10.3,357412,,,,
mt1x,abpoa-50,abpoa,50,100,0.10.0.0,1,,,-157.1474434,84.74,,,-157.1474434,84.74,2362324,,,,
mt1x,abpoa_highsim-500,abpoa_highsim,500,100,0.10.0.0,1,,,-162.2386985,12.41,,,-162.2386985,12.41,145400,,,,
mt1x,abpoa-500,abpoa,500,100,0.10.0.0,1,,,-188.7457908,82.62,,,-188.7457908,82.62,5876820,,,,
mt1x,abpoa_highsim-5000,abpoa_highsim,5000,100,0.10.0.0,1,,,-156.128433,20.4,,,-156.128433,20.4,362804,,,,
mt1x,abpoa-5000,abpoa,5000,100,0.10.0.0,1,,,-189.7234006,708.89,,,-189.7234006,708.89,5937028,,,,
mt1x,abpoa_highsim-6000,abpoa_highsim,6000,100,0.10.0.0,1,,,-160.2433646,23.97,,,-160.2433646,23.97,453024,,,,
mt1x,abpoa-6000,abpoa,6000,100,0.10.0.0,1,,,-185.5020004,823.35,,,-185.5020004,823.35,5899976,,,,
mt1x,abpoa_highsim-7000,abpoa_highsim,7000,100,0.10.0.0,1,,,-160.1858234,22.19,,,-160.1858234,22.19,595876,,,,
mt1x,abpoa-7000,abpoa,7000,100,0.10.0.0,1,,,-171.9835312,949.36,,,-171.9835312,949.36,5894224,,,,
mt1x,abpoa_highsim-800,abpoa_highsim,800,100,0.10.0.0,1,,,-158.2328703,10.14,,,-158.2328703,10.14,118184,,,,
mt1x,abpoa-800,abpoa,800,100,0.10.0.0,1,,,-178.4834158,80.16,,,-178.4834158,80.16,5883988,,,,
mt1x,abpoa_highsim-8000,abpoa_highsim,8000,100,0.10.0.0,1,,,-164.3256556,29.85,,,-164.3256556,29.85,1260848,,,,
mt1x,abpoa-8000,abpoa,8000,100,0.10.0.0,1,,,-166.5897692,864.51,,,-166.5897692,864.51,5902720,,,,
mt1x,abpoa_highsim-9000,abpoa_highsim,9000,100,0.10.0.0,1,,,-167.0542323,31.57,,,-167.0542323,31.57,1390348,,,,
mt1x,abpoa-9000,abpoa,9000,100,0.10.0.0,1,,,-192.4129985,831.32,,,-192.4129985,831.32,5915668,,,,
mt1x,fftns1_highsim-10,fftns1_highsim,10,100,0.10.0.0,1,,,-178.1303802,309.64,,,-178.1303802,309.64,603656,,,,
mt1x,fftns1-10,fftns1,10,100,0.10.0.0,1,,,-160.6751251,291.76,,,-160.6751251,291.76,1423864,,,,
mt1x,fftns1_highsim-100,fftns1_highsim,100,100,0.10.0.0,1,,,-148.2150397,67.13,,,-148.2150397,67.13,345360,,,,
mt1x,fftns1-100,fftns1,100,100,0.10.0.0,1,,,-170.683517,346.08,,,-170.683517,346.08,1856952,,,,
mt1x,fftns1_highsim-1000,fftns1_highsim,1000,100,0.10.0.0,1,,,-2926.310588,30.7,,,-2926.310588,30.7,115748,,,,
mt1x,fftns1-1000,fftns1,1000,100,0.10.0.0,1,,,-179.8076698,210.43,,,-179.8076698,210.43,1672404,,,,
mt1x,fftns1_highsim-10000,fftns1_highsim,10000,100,0.10.0.0,1,,,-154.5963824,36.03,,,-154.5963824,36.03,278936,,,,
mt1x,fftns1-10000,fftns1,10000,100,0.10.0.0,1,,,-181.0108003,443.29,,,-181.0108003,443.29,1467316,,,,
mt1x,fftns1_highsim-12000,fftns1_highsim,12000,100,0.10.0.0,1,,,-156.4596462,37.82,,,-156.4596462,37.82,298740,,,,
mt1x,fftns1-12000,fftns1,12000,100,0.10.0.0,1,,,-183.3712121,315.64,,,-183.3712121,315.64,1262244,,,,
mt1x,fftns1_highsim-13000,fftns1_highsim,13000,100,0.10.0.0,1,,,-156.5643097,39.14,,,-156.5643097,39.14,304224,,,,
mt1x,fftns1-13000,fftns1,13000,100,0.10.0.0,1,,,-163.5676096,240.79,,,-163.5676096,240.79,1035052,,,,
mt1x,fftns1_highsim-15000,fftns1_highsim,15000,100,0.10.0.0,1,,,-154.5981744,42.67,,,-154.5981744,42.67,371336,,,,
mt1x,fftns1-15000,fftns1,15000,100,0.10.0.0,1,,,-161.2940441,193.66,,,-161.2940441,193.66,1080812,,,,
mt1x,fftns1_highsim-20,fftns1_highsim,20,100,0.10.0.0,1,,,-156.7726297,216.17,,,-156.7726297,216.17,412504,,,,
mt1x,fftns1-20,fftns1,20,100,0.10.0.0,1,,,-161.2946429,195.29,,,-161.2946429,195.29,1868408,,,,
mt1x,fftns1_highsim-200,fftns1_highsim,200,100,0.10.0.0,1,,,-161.4046111,46.47,,,-161.4046111,46.47,223684,,,,
mt1x,fftns1-200,fftns1,200,100,0.10.0.0,1,,,-214.1072183,278.92,,,-214.1072183,278.92,2065992,,,,
mt1x,fftns1_highsim-2000,fftns1_highsim,2000,100,0.10.0.0,1,,,-2920.013608,29.97,,,-2920.013608,29.97,146528,,,,
mt1x,fftns1-2000,fftns1,2000,100,0.10.0.0,1,,,-186.0155729,171.14,,,-186.0155729,171.14,1449340,,,,
mt1x,fftns1-20000,fftns1,20000,100,0.10.0.0,1,,,-159.8305434,6.84,,,-159.8305434,6.84,476440,,,,
mt1x,fftns1_highsim-3000,fftns1_highsim,3000,100,0.10.0.0,1,,,-156.4387508,28.81,,,-156.4387508,28.81,160284,,,,
mt1x,fftns1-3000,fftns1,3000,100,0.10.0.0,1,,,-207.1739719,212.46,,,-207.1739719,212.46,1343840,,,,
mt1x,fftns1_highsim-4000,fftns1_highsim,4000,100,0.10.0.0,1,,,-150.4265222,28.92,,,-150.4265222,28.92,208680,,,,
mt1x,fftns1-4000,fftns1,4000,100,0.10.0.0,1,,,-173.0518948,357.59,,,-173.0518948,357.59,1222444,,,,
mt1x,fftns1_highsim-50,fftns1_highsim,50,100,0.10.0.0,1,,,-152.214818,102.87,,,-152.214818,102.87,368456,,,,
mt1x,fftns1-50,fftns1,50,100,0.10.0.0,1,,,-153.5822644,214.98,,,-153.5822644,214.98,2460176,,,,
mt1x,fftns1_highsim-500,fftns1_highsim,500,100,0.10.0.0,1,,,-156.6925254,32.32,,,-156.6925254,32.32,148632,,,,
mt1x,fftns1-500,fftns1,500,100,0.10.0.0,1,,,-204.7542314,253.69,,,-204.7542314,253.69,1801892,,,,
mt1x,fftns1_highsim-5000,fftns1_highsim,5000,100,0.10.0.0,1,,,-154.3411087,31.96,,,-154.3411087,31.96,220712,,,,
mt1x,fftns1-5000,fftns1,5000,100,0.10.0.0,1,,,-172.4850082,512.03,,,-172.4850082,512.03,1496052,,,,
mt1x,fftns1_highsim-6000,fftns1_highsim,6000,100,0.10.0.0,1,,,-154.3974257,31.66,,,-154.3974257,31.66,228684,,,,
mt1x,fftns1-6000,fftns1,6000,100,0.10.0.0,1,,,-164.6494837,575.09,,,-164.6494837,575.09,1014740,,,,
mt1x,fftns1_highsim-7000,fftns1_highsim,7000,100,0.10.0.0,1,,,-152.4265045,30.83,,,-152.4265045,30.83,212040,,,,
mt1x,fftns1-7000,fftns1,7000,100,0.10.0.0,1,,,-168.8018106,639.18,,,-168.8018106,639.18,1542680,,,,
mt1x,fftns1_highsim-800,fftns1_highsim,800,100,0.10.0.0,1,,,-155.3813516,30.3,,,-155.3813516,30.3,146820,,,,
mt1x,fftns1-800,fftns1,800,100,0.10.0.0,1,,,-182.1828073,240.05,,,-182.1828073,240.05,1760912,,,,
mt1x,fftns1_highsim-8000,fftns1_highsim,8000,100,0.10.0.0,1,,,-158.9518931,37.63,,,-158.9518931,37.63,258236,,,,
mt1x,fftns1-8000,fftns1,8000,100,0.10.0.0,1,,,-170.7650495,586.46,,,-170.7650495,586.46,1589936,,,,
mt1x,fftns1_highsim-9000,fftns1_highsim,9000,100,0.10.0.0,1,,,-153.1765577,37.31,,,-153.1765577,37.31,277640,,,,
mt1x,fftns1-9000,fftns1,9000,100,0.10.0.0,1,,,-177.0884385,556.11,,,-177.0884385,556.11,1703004,,,,
mt1x,wmsa_highsim-10,wmsa_highsim,10,100,0.10.0.0,1,,,-218.2467133,32.9,,,-218.2467133,32.9,602672,,,,
mt1x,wmsa_highsim-100,wmsa_highsim,100,100,0.10.0.0,1,,,-159.7341344,14.42,,,-159.7341344,14.42,333768,,,,
mt1x,wmsa-100,wmsa,100,100,0.10.0.0,1,,,-154.7754063,155.6,,,-154.7754063,155.6,2122812,,,,
mt1x,wmsa_highsim-1000,wmsa_highsim,1000,100,0.10.0.0,1,,,-2929.394104,14,,,-2929.394104,14,112136,,,,
mt1x,wmsa-1000,wmsa,1000,100,0.10.0.0,1,,,-157.2480395,100.41,,,-157.2480395,100.41,1680956,,,,
mt1x,wmsa_highsim-10000,wmsa_highsim,10000,100,0.10.0.0,1,,,-156.0575545,35.13,,,-156.0575545,35.13,88300,,,,
mt1x,wmsa-10000,wmsa,10000,100,0.10.0.0,1,,,-155.8686573,398.15,,,-155.8686573,398.15,1449672,,,,
mt1x,wmsa_highsim-12000,wmsa_highsim,12000,100,0.10.0.0,1,,,-156.0487678,36.65,,,-156.0487678,36.65,92320,,,,
mt1x,wmsa-12000,wmsa,12000,100,0.10.0.0,1,,,-155.848028,282.19,,,-155.848028,282.19,1271024,,,,
mt1x,wmsa_highsim-13000,wmsa_highsim,13000,100,0.10.0.0,1,,,-156.0966131,40.82,,,-156.0966131,40.82,97960,,,,
