Test_data,Method_name,Method_name_simple,BlockSize,Sub_BlockSize,SAMEMAlign_Version,Vaild_tests,Q_view,TC_view,SPview,Time_view,Q,TC,SP,Time,Maxmemory,Q_raw,TC_raw,Time_raw,Memory_raw
RNA-511,FMAlign2-700,FMAlign2,700,,,10,0.9939¡À0.0013000000000000012,0.7264999999999999¡À0.028650479926172267,-426.77212309581364¡À88.86685446676489,5.136¡À0.5636878568853512,0.9939,0.7264999999999999,-426.77212309581364,5.136,35564,"[0.996, 0.992, 0.995, 0.994, 0.993, 0.993, 0.995, 0.994, 0.992, 0.995]","[0.745, 0.718, 0.769, 0.706, 0.665, 0.703, 0.74, 0.721, 0.747, 0.751]","[4.47, 5.08, 4.68, 6.13, 5.84, 5.73, 4.42, 5.28, 4.8100000000000005, 4.92]","[35344, 34868, 35060, 35564, 35372, 35460, 34732, 34776, 29524, 34808]"
RNA-511,FMAlign2-800,FMAlign2,800,,,10,0.9939¡À0.0013000000000000012,0.7264999999999999¡À0.028650479926172267,-426.77212309581364¡À88.86685446676489,5.138¡À0.5627930347827699,0.9939,0.7264999999999999,-426.77212309581364,5.138,35568,"[0.996, 0.992, 0.995, 0.994, 0.993, 0.993, 0.995, 0.994, 0.992, 0.995]","[0.745, 0.718, 0.769, 0.706, 0.665, 0.703, 0.74, 0.721, 0.747, 0.751]","[4.49, 5.09, 4.66, 6.11, 5.89, 5.72, 4.43, 5.26, 4.83, 4.9]","[35336, 34864, 35060, 35568, 35372, 35460, 34732, 34772, 29528, 34816]"
RNA-511,FMAlign2-900,FMAlign2,900,,,10,0.9939¡À0.0013000000000000012,0.7264999999999999¡À0.028650479926172267,-426.77212309581364¡À88.86685446676489,5.146¡À0.5583045763738642,0.9939,0.7264999999999999,-426.77212309581364,5.146,35564,"[0.996, 0.992, 0.995, 0.994, 0.993, 0.993, 0.995, 0.994, 0.992, 0.995]","[0.745, 0.718, 0.769, 0.706, 0.665, 0.703, 0.74, 0.721, 0.747, 0.751]","[4.51, 5.13, 4.66, 6.13, 5.85, 5.72, 4.42, 5.27, 4.84, 4.93]","[35396, 34864, 35056, 35564, 35372, 35456, 34728, 34772, 29524, 34816]"
RNA-8191,abpoa_highsim-100,abpoa_highsim,100,100,0.10.0.0,8,0.6979625¡À0.4141880126751015,0.132625¡À0.024217439480671777,,35.41375¡À3.409625850075049,0.6979625,0.132625,,35.41375,673300,"[0.933, 0.27, 0.0317, 1.12, 0.837, 1.09, 1.06, 0.242]","[0.128, 0.132, 0.103, 0.141, 0.126, 0.135, 0.108, 0.188]","[40.99, 34.35, 37.83, 36.29, 38.81, 32.38, 31.53, 31.13]","[656220, 612756, 492916, 673300, 599372, 619732, 630036, 504428]"
RNA-8191,abpoa_highsim-1000,abpoa_highsim,1000,100,0.10.0.0,10,0.280459¡À0.2687761338530637,0.15289999999999998¡À0.028101423451490855,,54.803¡À10.963364492709344,0.280459,0.15289999999999998,,54.803,293388,"[0.216, 0.238, 0.163, 0.267, 0.15, 0.101, 1.03, 0.231, 0.00759, 0.401]","[0.146, 0.145, 0.124, 0.157, 0.149, 0.148, 0.151, 0.149, 0.128, 0.232]","[43.72, 44.85, 46.1, 59.35, 78.95, 65.11, 63.46, 49.15, 51.14, 46.2]","[286320, 244176, 265240, 246852, 264176, 263904, 293388, 235580, 244504, 210364]"
RNA-8191,abpoa-1000,abpoa,1000,100,0.10.0.0,10,0.6644¡À0.26370711025681504,0.04181¡À0.00925510129604209,,4882.282¡À3306.3729976298805,0.6644,0.04181,,4882.282,2442332,"[0.658, 0.886, 0.638, 0.791, 0.784, 0.312, 0.857, 0.465, 0.173, 1.08]","[0.0331, 0.033, 0.0409, 0.0426, 0.0442, 0.0461, 0.0467, 0.0354, 0.0317, 0.0644]","[4698.0, 3541.33, 3547.22, 1688.13, 3911.0, 3255.8, 7824.0, 13489.0, 5014.0, 1854.34]","[1807932, 1640328, 1648176, 1643764, 1768648, 1822924, 1648648, 2442332, 1844692, 1635936]"
RNA-8191,abpoa_highsim-1100,abpoa_highsim,1100,100,0.10.0.0,10,0.271472¡À0.251848650296165,0.15289999999999998¡À0.028271717316074033,,51.364999999999995¡À5.015968999106755,0.271472,0.15289999999999998,,51.364999999999995,318192,"[0.219, 0.24, 0.133, 0.268, 0.151, 0.0986, 0.964, 0.233, 0.00812, 0.4]","[0.147, 0.145, 0.122, 0.157, 0.149, 0.149, 0.15, 0.15, 0.128, 0.232]","[61.42, 49.79, 45.26, 49.51, 48.73, 56.51, 51.82, 50.5, 55.95, 44.16]","[318192, 244220, 239640, 246600, 264312, 263916, 292832, 236208, 244464, 210380]"
RNA-8191,abpoa-1100,abpoa,1100,100,0.10.0.0,10,0.5719000000000001¡À0.2818753093124689,0.04292¡À0.008396642186016979,,3603.5629999999996¡À2672.989392766271,0.5719000000000001,0.04292,,3603.5629999999996,3207092,"[0.767, 0.335, 0.222, 0.38, 1.02, 0.899, 0.441, 0.915, 0.462, 0.278]","[0.0375, 0.0399, 0.0325, 0.0426, 0.0544, 0.0528, 0.0457, 0.027, 0.0465, 0.0503]","[6242.0, 4210.0, 1873.93, 1327.02, 1806.23, 1388.57, 5379.0, 9873.0, 1977.61, 1958.27]","[1379772, 1287480, 1470472, 1277640, 1252076, 1425852, 1405108, 3207092, 1370892, 1291936]"
RNA-8191,abpoa_highsim-1200,abpoa_highsim,1200,100,0.10.0.0,10,0.3931¡À0.35290238026967174,0.1528¡À0.028099110306200093,,57.129¡À11.772776605372243,0.3931,0.1528,,57.129,307648,"[0.233, 0.237, 0.153, 0.268, 0.151, 0.102, 0.984, 0.232, 1.17, 0.401]","[0.146, 0.145, 0.125, 0.157, 0.149, 0.148, 0.149, 0.15, 0.127, 0.232]","[49.87, 46.08, 58.38, 61.62, 60.18, 55.36, 46.48, 40.19, 79.82, 73.31]","[307648, 244676, 243548, 246632, 264356, 263924, 294404, 235748, 241080, 210376]"
RNA-8191,abpoa-1200,abpoa,1200,100,0.10.0.0,10,0.47873¡À0.31921261895482766,0.04797¡À0.01019421894997356,,1782.5279999999998¡À985.8813431422668,0.47873,0.04797,,1782.5279999999998,1232696,"[0.432, 0.144, 0.876, 0.0803, 0.14, 0.317, 0.873, 0.323, 0.974, 0.628]","[0.043, 0.0479, 0.0364, 0.0489, 0.0573, 0.0655, 0.0447, 0.0281, 0.0519, 0.056]","[3914.0, 1317.64, 1291.33, 839.99, 988.4, 1273.5, 3116.56, 2549.02, 1414.22, 1120.62]","[1204848, 1029876, 1181960, 1038940, 1092448, 1129016, 1033380, 1232696, 1157076, 1069668]"
RNA-8191,abpoa_highsim-1500,abpoa_highsim,1500,100,0.10.0.0,10,0.41390000000000005¡À0.33687280982590445,0.153¡À0.030305115079801298,,54.748000000000005¡À8.354669113735147,0.41390000000000005,0.153,,54.748000000000005,281884,"[0.249, 0.236, 0.264, 0.267, 0.15, 0.101, 0.952, 0.383, 1.17, 0.367]","[0.147, 0.145, 0.12, 0.157, 0.149, 0.148, 0.152, 0.147, 0.127, 0.238]","[76.98, 49.98, 53.66, 48.86, 51.58, 56.04, 59.77, 55.39, 49.33, 45.89]","[281884, 245040, 256232, 246744, 263896, 263788, 272560, 236512, 240920, 210028]"
RNA-8191,abpoa-1500,abpoa,1500,100,0.10.0.0,10,0.5572¡À0.330735181073922,0.05577¡À0.005944585771944079,,960.384¡À122.33111551849758,0.5572,0.05577,,960.384,886388,"[0.793, 1.08, 0.885, 0.244, 0.51, 0.158, 0.988, 0.422, 0.257, 0.235]","[0.0573, 0.0574, 0.0471, 0.0495, 0.0567, 0.0534, 0.0601, 0.0505, 0.0692, 0.0565]","[981.49, 840.33, 711.45, 887.6, 932.11, 1068.51, 1069.13, 918.85, 1142.21, 1052.16]","[785000, 807460, 746156, 859600, 795020, 791552, 805096, 772540, 826768, 886388]"
RNA-8191,abpoa-20,abpoa,20,100,0.10.0.0,10,0.6185¡À0.33889946886945693,0.08184¡À0.029379931926401738,,212.72600000000003¡À41.98460794148255,0.6185,0.08184,,212.72600000000003,2162248,"[0.988, 0.9, 1.03, 0.329, 0.179, 0.83, 0.124, 0.264, 0.883, 0.658]","[0.0697, 0.0816, 0.0567, 0.0763, 0.0689, 0.0734, 0.0751, 0.0753, 0.0734, 0.168]","[224.27, 125.84, 204.75, 271.84, 250.9, 237.33, 251.11, 195.02, 202.87, 163.33]","[1444736, 1497660, 1748260, 1625136, 1216840, 1177516, 1255612, 2012428, 1478512, 2162248]"
RNA-8191,abpoa_highsim-200,abpoa_highsim,200,100,0.10.0.0,10,0.37177¡À0.38053592222022875,0.1443¡À0.029829683203145153,,33.461¡À2.7738437230673254,0.37177,0.1443,,33.461,458704,"[0.0802, 0.167, 1.01, 0.18, 0.995, 0.0244, 0.813, 0.122, 0.0541, 0.272]","[0.144, 0.139, 0.109, 0.14, 0.134, 0.142, 0.136, 0.147, 0.124, 0.228]","[36.13, 29.71, 34.28, 34.39, 37.07, 34.98, 35.92, 31.66, 32.33, 28.14]","[424120, 375988, 392072, 458704, 456348, 412272, 381964, 377744, 357852, 329756]"
RNA-8191,abpoa_highsim-2000,abpoa_highsim,2000,100,0.10.0.0,10,0.4452¡À0.2693428298655823,0.1573¡À0.032388423857915655,,46.054¡À8.884920033404915,0.4452,0.1573,,46.054,224436,"[0.303, 0.388, 1.08, 0.313, 0.127, 0.263, 0.795, 0.391, 0.304, 0.488]","[0.15, 0.142, 0.124, 0.166, 0.151, 0.154, 0.147, 0.166, 0.127, 0.246]","[49.68, 30.91, 44.64, 33.94, 43.43, 54.39, 48.06, 41.02, 52.63, 61.84]","[224436, 217084, 219556, 218552, 222764, 222016, 222716, 216160, 217768, 209852]"
RNA-8191,abpoa-2000,abpoa,2000,100,0.10.0.0,10,0.4452¡À0.2693428298655823,0.1573¡À0.032388423857915655,,44.727¡À7.120380678025578,0.4452,0.1573,,44.727,224244,"[0.795, 0.127, 0.304, 0.391, 0.388, 0.488, 0.263, 1.08, 0.303, 0.313]","[0.147, 0.151, 0.127, 0.166, 0.142, 0.246, 0.154, 0.124, 0.15, 0.166]","[35.44, 33.74, 50.55, 43.56, 44.21, 41.39, 53.05, 50.87, 39.05, 55.41]","[222588, 222492, 217744, 216132, 217060, 209828, 221996, 219544, 224244, 218528]"
RNA-8191,abpoa_highsim-300,abpoa_highsim,300,100,0.10.0.0,10,0.48945¡À0.4348154027860559,0.1474¡À0.026669083223838045,,35.824¡À4.0664879195689245,0.48945,0.1474,,35.824,380776,"[0.092, 0.0514, 0.0221, 0.295, 0.978, 1.07, 0.943, 0.197, 1.06, 0.186]","[0.145, 0.138, 0.122, 0.153, 0.134, 0.136, 0.15, 0.155, 0.121, 0.22]","[35.22, 31.81, 32.67, 32.55, 37.42, 42.83, 41.71, 34.88, 38.93, 30.22]","[371780, 289640, 307664, 371332, 380776, 376520, 289568, 271360, 317288, 279244]"
RNA-8191,abpoa_highsim-400,abpoa_highsim,400,100,0.10.0.0,10,0.31948¡À0.33835724257062977,0.1486¡À0.03067311526402234,,33.186¡À2.331609744361178,0.31948,0.1486,,33.186,411976,"[0.0913, 0.164, 0.0445, 0.359, 0.02, 0.123, 0.662, 0.182, 1.17, 0.379]","[0.149, 0.134, 0.121, 0.158, 0.141, 0.142, 0.14, 0.148, 0.119, 0.234]","[36.66, 32.86, 34.02, 30.36, 33.99, 34.98, 36.33, 29.52, 32.31, 30.83]","[397972, 269328, 264940, 306968, 411976, 265120, 343572, 229032, 246008, 241048]"
RNA-8191,abpoa_highsim-50,abpoa_highsim,50,100,0.10.0.0,2,0.845¡À0.16499999999999998,0.123¡À0.0050000000000000044,,34.325¡À0.504999999999999,0.845,0.123,,34.325,1027132,"[0.68, 1.01]","[0.128, 0.118]","[33.82, 34.83]","[1022032, 947548]"
RNA-8191,abpoa_highsim-500,abpoa_highsim,500,100,0.10.0.0,10,0.34141999999999995¡À0.35023571719629054,0.1479¡À0.031069116498542413,,36.963¡À3.2619014393448498,0.34141999999999995,0.1479,,36.963,361092,"[0.214, 0.172, 0.022, 0.367, 0.0385, 0.0557, 0.834, 0.188, 1.14, 0.383]","[0.148, 0.125, 0.113, 0.163, 0.142, 0.147, 0.139, 0.144, 0.126, 0.232]","[39.01, 33.8, 35.11, 34.46, 39.05, 38.76, 39.84, 35.44, 42.75, 31.41]","[272732, 260048, 240224, 236004, 361092, 269600, 279608, 238984, 286056, 202516]"
RNA-8191,abpoa-500,abpoa,500,100,0.10.0.0,10,0.6482¡À0.28548758291736615,0.016416¡À0.009212772872485243,,109719.9¡À44008.979923306564,0.6482,0.016416,,109719.9,20273648,"[0.95, 0.674, 0.451, 0.138, 0.93, 0.641, 1.11, 0.589, 0.704, 0.295]","[0.00296, 0.019, 0.00952, 0.0196, 0.0221, 0.0376, 0.0134, 0.00898, 0.0208, 0.0102]","[121015.0, 64553.0, 187799.0, 71455.0, 59537.0, 61792.0, 165565.0, 148674.0, 98793.0, 118016.0]","[9889052, 4452308, 20273648, 4572220, 4157844, 4645452, 7116048, 6217752, 4454412, 12016356]"
RNA-8191,abpoa_highsim-600,abpoa_highsim,600,100,0.10.0.0,10,0.262014¡À0.2988329234940488,0.1507¡À0.028917295862511076,,42.956¡À5.8440212183050795,0.262014,0.1507,,42.956,294552,"[0.176, 0.094, 0.146, 0.34, 0.179, 0.0437, 1.1, 0.185, 0.00344, 0.353]","[0.147, 0.138, 0.12, 0.158, 0.146, 0.148, 0.143, 0.146, 0.129, 0.232]","[41.6, 34.22, 43.61, 37.78, 52.37, 47.16, 50.93, 45.34, 41.17, 35.38]","[266764, 234872, 213240, 239160, 294552, 271740, 235228, 229396, 285160, 193660]"
RNA-8191,abpoa-600,abpoa,600,100,0.10.0.0,10,0.527199¡À0.3307422023404331,0.023739¡À0.014238998876325541,,56313.3¡À40265.748223645365,0.527199,0.023739,,56313.3,21467844,"[0.00499, 0.693, 0.397, 0.4, 1.09, 0.673, 0.614, 0.288, 0.978, 0.134]","[0.00939, 0.0205, 0.0207, 0.0184, 0.0385, 0.0601, 0.0185, 0.0101, 0.0203, 0.0209]","[120039.0, 41816.0, 113443.0, 13504.0, 20694.0, 11627.0, 60229.0, 43640.0, 29836.0, 108305.0]","[13818552, 3927992, 21467844, 3567916, 4298348, 3961680, 5014036, 4877852, 3901976, 19489836]"
RNA-8191,abpoa_highsim-700,abpoa_highsim,700,100,0.10.0.0,10,0.27774¡À0.29020249550960103,0.1498¡À0.027268296609799448,,39.160000000000004¡À1.8146184171885826,0.27774,0.1498,,39.160000000000004,317644,"[0.203, 0.245, 0.152, 0.207, 0.179, 0.183, 1.12, 0.15, 0.0164, 0.322]","[0.143, 0.136, 0.121, 0.158, 0.146, 0.146, 0.149, 0.144, 0.129, 0.226]","[37.81, 40.84, 40.83, 36.84, 41.0, 40.21, 39.76, 40.12, 38.8, 35.39]","[275528, 255096, 222328, 216528, 317644, 232140, 242444, 224952, 241356, 193388]"
RNA-8191,abpoa-700,abpoa,700,100,0.10.0.0,10,0.600788¡À0.36513663811784214,0.02315¡À0.005165123425437189,,42442.9¡À30510.632243367232,0.600788,0.02315,,42442.9,18060052,"[0.702, 0.868, 1.03, 0.00888, 0.144, 0.749, 0.335, 1.02, 0.921, 0.23]","[0.0143, 0.021, 0.028, 0.0242, 0.0306, 0.0273, 0.0149, 0.0208, 0.0267, 0.0237]","[46951.0, 15262.0, 108889.0, 23328.0, 13859.0, 10977.0, 51916.0, 39997.0, 29567.0, 83683.0]","[3654256, 3115112, 18060052, 2883652, 3017288, 2932576, 4960868, 4842864, 3220956, 9537540]"
RNA-8191,abpoa_highsim-800,abpoa_highsim,800,100,0.10.0.0,10,0.37009¡À0.37074300114769526,0.1518¡À0.027838103383671813,,42.394999999999996¡À6.648034671991415,0.37009,0.1518,,42.394999999999996,306144,"[0.188, 0.256, 0.139, 0.163, 0.179, 0.0459, 1.03, 0.196, 1.16, 0.344]","[0.144, 0.136, 0.126, 0.169, 0.146, 0.153, 0.145, 0.147, 0.125, 0.227]","[40.75, 34.17, 44.39, 40.4, 42.45, 59.88, 42.68, 43.73, 40.29, 35.21]","[276308, 260352, 271640, 277944, 306144, 273536, 241292, 235516, 259608, 181424]"
RNA-8191,abpoa-800,abpoa,800,100,0.10.0.0,10,0.58397¡À0.3144671176768725,0.025840000000000002¡À0.00607242949732642,,23009.8¡À14996.555616540752,0.58397,0.025840000000000002,,23009.8,9119764,"[0.691, 1.03, 0.87, 0.61, 1.01, 0.61, 0.367, 0.409, 0.0577, 0.185]","[0.0188, 0.0225, 0.0252, 0.0328, 0.0272, 0.0358, 0.0149, 0.0225, 0.0282, 0.0305]","[30414.0, 16531.0, 48172.0, 6169.0, 16728.0, 7438.0, 45281.0, 17870.0, 6242.0, 35253.0]","[2972480, 2574960, 9119764, 2575852, 2813136, 2659180, 6846004, 2889764, 2625452, 4948036]"
RNA-8191,abpoa_highsim-900,abpoa_highsim,900,100,0.10.0.0,10,0.27048¡À0.2808548728436094,0.15289999999999998¡À0.028015888349292088,,50.039¡À11.653408471344338,0.27048,0.15289999999999998,,50.039,303708,"[0.201, 0.255, 0.154, 0.3, 0.146, 0.0461, 1.06, 0.191, 0.0087, 0.343]","[0.147, 0.136, 0.122, 0.173, 0.148, 0.152, 0.144, 0.151, 0.129, 0.227]","[42.45, 43.67, 48.42, 50.7, 62.03, 78.36, 47.64, 45.87, 48.06, 33.19]","[286452, 261744, 267760, 268056, 303708, 273740, 241660, 232888, 241896, 176864]"
RNA-8191,abpoa-900,abpoa,900,100,0.10.0.0,10,0.5462100000000001¡À0.3105177239707904,0.029830000000000002¡À0.0048251528473199695,,11993.311¡À8447.90139696771,0.5462100000000001,0.029830000000000002,,11993.311,6344680,"[0.185, 0.804, 0.839, 1.09, 0.407, 0.729, 0.409, 0.286, 0.652, 0.0611]","[0.0292, 0.0245, 0.0297, 0.0282, 0.0334, 0.0364, 0.0288, 0.0236, 0.0391, 0.0254]","[9451.0, 9237.0, 28663.0, 3527.56, 6138.0, 2737.55, 19700.0, 13508.0, 4431.0, 22540.0]","[2307528, 2086676, 6344680, 2100608, 2252440, 2005284, 3403528, 2175064, 2174260, 3638828]"
RNA-8191,fftns1_highsim-100,fftns1_highsim,100,100,0.10.0.0,8,0.4175¡À0.11616690578645883,0.174125¡À0.039212362527651916,,599.89625¡À191.41469809927736,0.4175,0.174125,,599.89625,1317404,"[0.406, 0.473, 0.455, 0.439, 0.123, 0.462, 0.45, 0.532]","[0.137, 0.18, 0.136, 0.181, 0.146, 0.217, 0.145, 0.251]","[944.03, 591.94, 592.73, 802.7, 642.46, 384.51, 522.39, 318.41]","[1195812, 818592, 836172, 828276, 869960, 810900, 839612, 780724]"
RNA-8191,fftns1-100,fftns1,100,100,0.10.0.0,10,0.6403¡À0.12348931127834505,0.1728¡À0.03626237719731016,,35024.9¡À9814.83958554596,0.6403,0.1728,,35024.9,3602520,"[0.73, 0.457, 0.741, 0.54, 0.644, 0.421, 0.708, 0.827, 0.639, 0.696]","[0.159, 0.143, 0.19, 0.128, 0.175, 0.134, 0.2, 0.254, 0.151, 0.194]","[26854.0, 28385.0, 25415.0, 28438.0, 27151.0, 28538.0, 45935.0, 38776.0, 52388.0, 48369.0]","[2835328, 2178320, 3602520, 3372568, 3344588, 2164560, 3393392, 2737432, 3398360, 3129704]"
RNA-8191,fftns1_highsim-1000,fftns1_highsim,1000,100,0.10.0.0,10,0.5283¡À0.1443066526532994,0.26949999999999996¡À0.058622947725272226,,332.842¡À98.31437959932413,0.5283,0.26949999999999996,,332.842,1540340,"[0.42, 0.653, 0.642, 0.621, 0.357, 0.423, 0.254, 0.606, 0.597, 0.71]","[0.192, 0.284, 0.249, 0.313, 0.22, 0.256, 0.195, 0.343, 0.263, 0.38]","[596.74, 256.39, 309.05, 295.23, 287.51, 275.77, 308.05, 426.87, 293.77, 279.04]","[1077288, 1109916, 1011140, 1233012, 1295876, 1140116, 1540340, 1100224, 1205580, 1351072]"
RNA-8191,fftns1-1000,fftns1,1000,100,0.10.0.0,10,0.5814¡À0.13400388054082613,0.2535¡À0.05489125613428791,,1193.103¡À36.814718537563195,0.5814,0.2535,,1193.103,1843960,"[0.699, 0.443, 0.687, 0.451, 0.646, 0.316, 0.687, 0.759, 0.548, 0.578]","[0.244, 0.192, 0.266, 0.19, 0.264, 0.176, 0.318, 0.351, 0.236, 0.298]","[1200.99, 1150.49, 1214.38, 1250.95, 1121.65, 1216.36, 1154.51, 1207.05, 1215.73, 1198.92]","[1697272, 1727608, 1799564, 1808636, 1588092, 1843960, 1611300, 1622328, 1556556, 1505668]"
RNA-8191,fftns1_highsim-1100,fftns1_highsim,1100,100,0.10.0.0,10,0.5337¡À0.14634209920593594,0.2703¡À0.05801215389898912,,291.09000000000003¡À66.20136312795984,0.5337,0.2703,,291.09000000000003,1597356,"[0.431, 0.652, 0.692, 0.62, 0.359, 0.423, 0.257, 0.607, 0.592, 0.704]","[0.196, 0.284, 0.254, 0.313, 0.22, 0.256, 0.194, 0.344, 0.263, 0.379]","[415.1, 236.46, 178.6, 267.19, 256.51, 281.5, 305.1, 389.0, 314.88, 266.56]","[1597356, 1061208, 1152412, 1352300, 1264756, 1079816, 1461660, 1055072, 1235624, 1296964]"
RNA-8191,fftns1-1100,fftns1,1100,100,0.10.0.0,10,0.5740999999999999¡À0.12474810619805016,0.2557¡À0.05716651117568746,,969.99¡À25.22215058237501,0.5740999999999999,0.2557,,969.99,1695312,"[0.641, 0.432, 0.665, 0.517, 0.644, 0.311, 0.65, 0.761, 0.514, 0.606]","[0.232, 0.193, 0.264, 0.196, 0.26, 0.185, 0.325, 0.37, 0.239, 0.293]","[1005.48, 946.46, 994.39, 1017.45, 951.25, 974.08, 959.48, 948.21, 957.37, 945.73]","[1384312, 1345836, 1315544, 1348760, 1338736, 1695312, 1322052, 1415876, 1338884, 1316080]"
RNA-8191,fftns1_highsim-1200,fftns1_highsim,1200,100,0.10.0.0,10,0.5378000000000001¡À0.14065759844388073,0.2701¡À0.058248519294485074,,286.336¡À63.56273298089062,0.5378000000000001,0.2701,,286.336,1515480,"[0.503, 0.646, 0.686, 0.621, 0.357, 0.423, 0.265, 0.606, 0.558, 0.713]","[0.195, 0.284, 0.246, 0.313, 0.22, 0.256, 0.194, 0.343, 0.271, 0.379]","[356.38, 212.82, 170.04, 282.07, 294.45, 274.95, 316.64, 407.31, 290.36, 258.34]","[1515480, 1071632, 1195572, 1369748, 1195760, 1052588, 1389064, 1087828, 1230016, 1242044]"
RNA-8191,fftns1-1200,fftns1,1200,100,0.10.0.0,10,0.5798¡À0.1273183411767527,0.25870000000000004¡À0.05795524135054567,,826.8520000000001¡À24.391780910790434,0.5798,0.25870000000000004,,826.8520000000001,1658916,"[0.608, 0.486, 0.667, 0.461, 0.614, 0.318, 0.687, 0.772, 0.514, 0.671]","[0.239, 0.202, 0.27, 0.201, 0.259, 0.179, 0.324, 0.373, 0.234, 0.306]","[851.07, 806.31, 810.39, 869.98, 788.79, 850.3, 809.13, 842.67, 828.65, 811.23]","[1322460, 1658916, 1316544, 1410388, 1330516, 1591324, 1322200, 1306648, 1338388, 1316084]"
RNA-8191,fftns1_highsim-1500,fftns1_highsim,1500,100,0.10.0.0,10,0.5192¡À0.15742032905568457,0.2684¡À0.059321496946722445,,265.755¡À43.9222693516626,0.5192,0.2684,,265.755,1985924,"[0.371, 0.647, 0.636, 0.621, 0.356, 0.423, 0.215, 0.649, 0.558, 0.716]","[0.198, 0.284, 0.24, 0.313, 0.22, 0.256, 0.184, 0.335, 0.271, 0.383]","[258.71, 222.43, 211.42, 281.06, 290.32, 179.88, 292.15, 293.05, 319.38, 309.15]","[1687632, 1165476, 1133300, 1351084, 1240416, 1075248, 1985924, 1141328, 1180372, 1416876]"
RNA-8191,fftns1-1500,fftns1,1500,100,0.10.0.0,10,0.5678¡À0.15415174342186339,0.25830000000000003¡À0.05966749533875207,,593.811¡À11.88168291951946,0.5678,0.25830000000000003,,593.811,2035036,"[0.714, 0.418, 0.66, 0.439, 0.617, 0.248, 0.672, 0.785, 0.508, 0.617]","[0.243, 0.196, 0.276, 0.192, 0.259, 0.182, 0.322, 0.379, 0.234, 0.3]","[601.44, 586.62, 591.33, 611.58, 563.55, 595.44, 597.36, 598.0, 599.4, 593.39]","[1321992, 1386200, 1316648, 1348192, 1317528, 2035036, 1322168, 1307760, 1338808, 1316632]"
RNA-8191,fftns1-20,fftns1,20,100,0.10.0.0,10,0.6964¡À0.11540467928121459,0.24889999999999998¡À0.05584165112172096,,614.573¡À162.5045222786123,0.6964,0.24889999999999998,,614.573,2122536,"[0.72, 0.806, 0.768, 0.669, 0.57, 0.625, 0.459, 0.785, 0.694, 0.868]","[0.176, 0.273, 0.229, 0.294, 0.19, 0.233, 0.179, 0.307, 0.255, 0.353]","[517.74, 583.3, 532.67, 583.96, 463.71, 460.53, 478.12, 787.83, 765.13, 972.74]","[1519680, 1497780, 1748452, 1572120, 1399664, 1326672, 1331060, 2013080, 1377068, 2122536]"
RNA-8191,fftns1_highsim-200,fftns1_highsim,200,100,0.10.0.0,10,0.4178¡À0.1353578959647349,0.215¡À0.0479019832574811,,585.658¡À255.07035789366037,0.4178,0.215,,585.658,998852,"[0.329, 0.505, 0.525, 0.416, 0.191, 0.454, 0.172, 0.484, 0.511, 0.591]","[0.161, 0.236, 0.197, 0.246, 0.173, 0.186, 0.158, 0.27, 0.211, 0.312]","[710.4, 298.07, 853.85, 669.74, 445.08, 125.14, 493.73, 685.49, 1053.6, 521.48]","[851200, 792364, 900636, 920600, 854452, 883468, 998852, 754332, 781076, 761592]"
RNA-8191,fftns1-200,fftns1,200,100,0.10.0.0,10,0.6921999999999999¡À0.09384860148132204,0.20590000000000003¡À0.0530574217240152,,15426.3¡À3377.0960617074543,0.6921999999999999,0.20590000000000003,,15426.3,3122980,"[0.752, 0.556, 0.802, 0.633, 0.712, 0.505, 0.727, 0.8, 0.697, 0.738]","[0.179, 0.157, 0.223, 0.134, 0.221, 0.145, 0.255, 0.318, 0.197, 0.23]","[25475.0, 14571.0, 14046.0, 14852.0, 14653.0, 14493.0, 13191.0, 14239.0, 14418.0, 14325.0]","[2857780, 2575672, 2423484, 3122980, 2759108, 2536668, 2538028, 2477940, 2529824, 2669496]"
RNA-8191,fftns1_highsim-2000,fftns1_highsim,2000,100,0.10.0.0,10,0.5746¡À0.1488389733907084,0.2738¡À0.05849581181588986,,47.047¡À6.943536634885712,0.5746,0.2738,,47.047,1994944,"[0.428, 0.645, 0.715, 0.663, 0.447, 0.538, 0.254, 0.695, 0.609, 0.752]","[0.214, 0.299, 0.252, 0.306, 0.215, 0.257, 0.191, 0.351, 0.27, 0.383]","[50.55, 40.38, 42.86, 57.73, 54.36, 37.98, 46.62, 38.26, 45.79, 55.94]","[1475528, 1117512, 1106688, 1226220, 1994944, 1246408, 1620348, 1137856, 1358956, 1399528]"
RNA-8191,fftns1-2000,fftns1,2000,100,0.10.0.0,10,0.5746¡À0.1488389733907084,0.2738¡À0.05849581181588986,,27.573¡À2.341832829217321,0.5746,0.2738,,27.573,1993952,"[0.715, 0.447, 0.645, 0.428, 0.609, 0.254, 0.695, 0.752, 0.538, 0.663]","[0.252, 0.215, 0.299, 0.214, 0.27, 0.191, 0.351, 0.383, 0.257, 0.306]","[26.54, 30.47, 25.42, 28.29, 28.46, 27.78, 23.65, 29.12, 24.74, 31.26]","[1060564, 1993952, 1082224, 1492540, 1363500, 1655760, 1042780, 1312788, 1167480, 1413288]"
